slugSeason,namePlayer,groupPosition,yearSeason,slugPosition,isSeasonCurrent,slugPlayerSeason,slugPlayerBREF,agePlayer,slugTeamBREF,countGames,isHOFPlayer,slugTeamsBREF,idPlayerNBA,urlPlayerThumbnail,urlPlayerHeadshot,urlPlayerPhoto,urlPlayerStats,urlPlayerActionPhoto,minutes,ratioPER,pctTrueShooting,pct3PRate,pctFTRate,pctORB,pctDRB,pctTRB,pctAST,pctSTL,pctBLK,pctTOV,pctUSG,ratioOWS,ratioDWS,ratioWS,ratioWSPer48,ratioOBPM,ratioDBPM,ratioBPM,ratioVORP,countTeamsPlayerSeason,countGamesStarted,pctFG,pctFG3,pctFG2,pctEFG,pctFT,minutesTotals,fgmTotals,fgaTotals,fg3mTotals,fg3aTotals,fg2mTotals,fg2aTotals,ftmTotals,ftaTotals,orbTotals,drbTotals,trbTotals,astTotals,stlTotals,blkTotals,tovTotals,pfTotals,ptsTotals,countTeamsPlayerSeasonTotals,urlPlayerBREF
1992-93,Mark Jackson,G,1993,PG,FALSE,jacksma01_1993,jacksma01,27,LAC,82,FALSE,LAC,349,https://stats.nba.com/media/players/230x185/349.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/349.png,https://stats.nba.com/media/players/230x185/349.png,https://stats.nba.com/player/349,https://stats.nba.com/media/players/700/349.png,3117,16.6,0.548,0.087,0.317,0.045,0.09300000000000001,0.069,0.311,0.021,0.2,0.17,0.171,5.3,2.7,7.9,0.122,1.9,0.1,1.9,3.1,1,81,0.486,0.268,0.506,0.497,0.803,3117,459,945,22,82,437,863,241,300,129,259,388,724,136,12,220,158,1181,1,http://www.basketball-reference.com/players/j/jacksma01.html
1992-93,Henry James,F,1993,PF,FALSE,jameshe01_1993,jameshe01,27,TOT,10,FALSE,SAC | UTA,1080,https://stats.nba.com/media/players/230x185/1080.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1080.png,https://stats.nba.com/media/players/230x185/1080.png,https://stats.nba.com/player/1080,https://stats.nba.com/media/players/700/1080.png,88,17.1,0.537,0.255,0.51,0.086,0.053,0.07,0.019,0.016,0,0.10099999999999999,0.324,0.1,0,0.2,0.084,1.4,-3.5,-2.1,0,1,0,0.412,0.231,0.474,0.441,0.846,88,21,51,3,13,18,38,22,26,7,4,11,1,3,0,7,9,67,1,http://www.basketball-reference.com/players/j/jameshe01.html
1992-93,Keith Jennings,G,1993,PG,FALSE,jennike01_1993,jennike01,24,GSW,8,FALSE,GSW,24,https://stats.nba.com/media/players/230x185/24.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/24.png,https://stats.nba.com/media/players/230x185/24.png,https://stats.nba.com/player/24,https://stats.nba.com/media/players/700/24.png,136,18.5,0.691,0.214,0.429,0.016,0.07400000000000001,0.045,0.24600000000000002,0.013999999999999999,0,0.12300000000000001,0.171,0.5,0.1,0.6,0.205,3.2,0,3.2,0.2,1,0,0.595,0.556,0.606,0.655,0.778,136,25,42,5,9,20,33,14,18,2,9,11,23,4,0,7,18,69,1,http://www.basketball-reference.com/players/j/jennike01.html
1992-93,Avery Johnson,G,1993,PG,FALSE,johnsav01_1993,johnsav01,27,SAS,75,FALSE,SAS,422,https://stats.nba.com/media/players/230x185/422.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/422.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/422.png,https://stats.nba.com/player/422,https://stats.nba.com/media/players/700/422.png,2030,15.8,0.556,0.016,0.357,0.012,0.068,0.040999999999999995,0.391,0.021,0.5,0.19699999999999998,0.159,3.3,1.9,5.2,0.122,1.5,0,1.5,1.8,1,49,0.502,0,0.51,0.502,0.791,2030,256,510,0,8,256,502,144,182,20,126,146,561,85,16,145,141,656,1,http://www.basketball-reference.com/players/j/johnsav01.html
1992-93,Buck Johnson,F,1993,SF,FALSE,johnsbu01_1993,johnsbu01,29,WSB,73,FALSE,WSB,77130,https://stats.nba.com/media/players/230x185/77130.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77130.png,https://stats.nba.com/media/players/230x185/77130.png,https://stats.nba.com/player/77130,https://stats.nba.com/media/players/700/77130.png,1287,10.7,0.521,0.007,0.313,0.067,0.10400000000000001,0.085,0.10099999999999999,0.013999999999999999,0.9,0.132,0.175,0.6,0.7,1.2,0.046,-2.8,-0.7,-3.5,-0.5,1,19,0.479,0,0.483,0.479,0.73,1287,193,403,0,3,193,400,92,126,78,117,195,89,36,18,70,187,478,1,http://www.basketball-reference.com/players/j/johnsbu01.html
1992-93,Dave Johnson,G,1993,SG,FALSE,johnsda01_1993,johnsda01,22,POR,42,FALSE,POR,77138,https://stats.nba.com/media/players/230x185/77138.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77138.png,https://stats.nba.com/media/players/230x185/77138.png,https://stats.nba.com/player/77138,https://stats.nba.com/media/players/700/77138.png,356,8.1,0.449,0.094,0.396,0.054000000000000006,0.095,0.07400000000000001,0.053,0.011000000000000001,0.2,0.138,0.23399999999999999,-0.4,0.3,-0.1,-0.018,-4.5,-2.7,-7.2,-0.5,1,0,0.383,0.214,0.4,0.393,0.678,356,57,149,3,14,54,135,40,59,18,30,48,13,8,1,28,23,157,1,http://www.basketball-reference.com/players/j/johnsda01.html
1992-93,Eddie Johnson,F,1993,SF,FALSE,johnsed03_1993,johnsed03,33,SEA,82,FALSE,SEA,698,https://stats.nba.com/media/players/230x185/698.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/698.png,https://stats.nba.com/media/players/230x185/698.png,https://stats.nba.com/player/698,https://stats.nba.com/media/players/700/698.png,1869,17.1,0.533,0.057,0.259,0.076,0.094,0.085,0.115,0.01,0.1,0.10800000000000001,0.27899999999999997,3.4,1.5,4.8,0.124,1.4,-2.3,-0.9,0.5,1,0,0.467,0.304,0.477,0.476,0.911,1869,463,991,17,56,446,935,234,257,124,148,272,135,36,4,134,173,1177,1,http://www.basketball-reference.com/players/j/johnsed03.html
1992-93,Frank Johnson,G,1993,PG,FALSE,johnsfr01_1993,johnsfr01,34,PHO,77,FALSE,PHO,77146,https://stats.nba.com/media/players/230x185/77146.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77146.png,https://stats.nba.com/media/players/230x185/77146.png,https://stats.nba.com/player/77146,https://stats.nba.com/media/players/700/77146.png,1122,10.8,0.481,0.038,0.244,0.042,0.07,0.055999999999999994,0.217,0.026000000000000002,0.4,0.188,0.156,0.3,1.2,1.5,0.064,-2.3,0.6,-1.7,0.1,1,0,0.436,0.083,0.45,0.438,0.776,1122,136,312,1,12,135,300,59,76,41,72,113,186,60,8,80,112,332,1,http://www.basketball-reference.com/players/j/johnsfr01.html
1992-93,Kevin Johnson,G,1993,PG,FALSE,johnske02_1993,johnske02,26,PHO,49,FALSE,PHO,134,https://stats.nba.com/media/players/230x185/134.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/134.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/134.png,https://stats.nba.com/player/134,https://stats.nba.com/media/players/700/134.png,1643,18.1,0.576,0.014,0.488,0.021,0.049,0.035,0.327,0.025,0.7,0.18,0.21,3.5,1.6,5.1,0.148,2.3,-0.4,2,1.6,1,47,0.499,0.125,0.504,0.5,0.819,1643,282,565,1,8,281,557,226,276,30,74,104,384,85,19,151,100,791,1,http://www.basketball-reference.com/players/j/johnske02.html
1992-93,Larry Johnson,F,1993,PF,FALSE,johnsla02_1993,johnsla02,23,CHH,82,FALSE,CHH,913,https://stats.nba.com/media/players/230x185/913.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/913.png,https://stats.nba.com/media/players/230x185/913.png,https://stats.nba.com/player/913,https://stats.nba.com/media/players/700/913.png,3323,18.9,0.574,0.051,0.316,0.096,0.18,0.14,0.159,0.8,0.5,0.126,0.22399999999999998,7.1,2.5,9.6,0.139,3.2,-1.1,2.1,3.5,1,82,0.526,0.254,0.54,0.532,0.767,3323,728,1385,18,71,710,1314,336,438,281,583,864,353,53,27,227,187,1810,1,http://www.basketball-reference.com/players/j/johnsla02.html
